"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"2660","franck-ribery","Franck Ribéry","Bayern München","Germany",1983-04-07,170,72,"Middle",4,2,2,0,2,1,0,1,"22041.jpg",0.25,0.25,2554,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,29.7589,"1"
"2661","philippe-senderos","Philippe Senderos","Fulham FC","England",1985-02-14,190,84,"Back",10,3,3,4,0,0,0,1,"13193.jpg",0,0,1909,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,27.89863,"1"
"2662","thomas-vermaelen","Thomas Vermaelen","Arsenal FC","England",1985-11-14,180,73,"Back",11,6,0,5,1,0,0,1,"19912.jpg",0,0,2566,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0,27.15068,"1"
"2663","mane"," Mané","Getafe CF","Spain",1981-12-21,175,72,"Back",7,2,3,2,0,3,0,1,"60639.jpg",0.25,0.5,2073,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,31.05205,"1"
"2664","alvaro-negredo"," Álvaro Negredo","Sevilla FC","Spain",1985-08-20,186,87,"Front",8,3,2,3,2,3,0,1,"46520.jpg",0,0.25,279,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,27.3863,"1"
"2665","marko-arnautovic","Marko Arnautović","Werder Bremen","Germany",1989-04-19,192,83,"Front",3,2,0,1,1,0,0,1,"81032.jpg",0,0.25,578,"15","TUR",0.3547073,656,0.0006062854,0.1820809,692,0.002717201,0.125,23.72055,"1"
"2666","zlatan-ibrahimovic","Zlatan Ibrahimović","Paris Saint-Germain","France",1981-10-03,192,84,"Front",3,0,1,2,1,0,0,1,"1274.jpg",0.25,0.25,1696,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,31.26849,"1"
"2667","martin-stranzl","Martin Stranzl","Bor. Mönchengladbach","Germany",1980-06-16,190,83,"Back",17,7,2,8,1,3,0,1,"281.jpg",0.25,0.25,933,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,32.56712,"1"
"2668","andre-fomitschow","André Fomitschow","Fortuna Düsseldorf","Germany",1990-09-07,180,74,"Middle",1,0,0,1,0,0,0,1,"97527.jpg",0.25,0.25,378,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,22.33425,"1"
"2669","reyes"," Reyes","Sevilla FC","Spain",1983-09-01,176,73,"Middle",13,3,4,6,0,1,0,1,"11962.jpg",0,0.25,137,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,29.35616,"1"
"2670","sebastian-tyrala","Sebastian Tyrała","SpVgg Greuther Fürth","Germany",1988-02-22,172,78,"Middle",2,1,0,1,1,0,0,1,"35075.jpg",0,0,2917,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.87671,"1"
"2671","sebastian-kehl","Sebastian Kehl","Borussia Dortmund","Germany",1980-02-13,188,80,"Middle",10,3,4,3,0,3,1,1,"227.jpg",0,0,1781,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,32.90685,"1"
"2672","sven-schipplock","Sven Schipplock","1899 Hoffenheim","Germany",1988-11-08,185,79,"Front",7,2,2,3,3,1,0,1,"87317.jpg",0.25,0.25,760,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,24.16438,"1"
"2673","tono"," Toño","Granada CF","Spain",1979-12-17,182,82,"Goalkeeper",7,1,1,5,0,0,0,1,"33514.jpg",0,0,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,33.06575,"1"
"2674","pepe_2"," Pepe","Real Madrid","Spain",1983-02-26,188,81,"Back",9,6,3,0,0,4,0,1,"25177.jpg",0.25,0.25,434,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,29.86849,"1"
"2675","john-oshea","John O'Shea","Sunderland AFC","England",1981-04-30,190,75,"Back",9,3,2,4,0,1,0,1,"3857.jpg",0,0.25,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,31.69589,"1"
"2676","tomas-rincon","Tomás Rincón","Hamburger SV","Germany",1988-01-13,175,75,"Middle",1,0,0,1,0,0,0,1,"117136.jpg",0.25,0.25,3083,"30","COL",0.3774016,601,0.0007029282,0.5880503,636,0.003578974,0.25,24.9863,"1"
"2677","amorebieta"," Amorebieta","Athletic Bilbao","Spain",1985-03-29,192,85,"Back",14,5,5,4,0,7,0,1,"34979.jpg",0,0,137,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,27.78082,"1"
"2678","renato-civelli","Renato Civelli","OGC Nice","France",1983-10-14,191,87,"Back",10,6,2,2,1,1,1,1,"44036.jpg",0,0,2246,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,29.23836,"1"
"2679","mike-pollitt","Mike Pollitt","Wigan Athletic","England",1972-02-29,193,93,"Goalkeeper",6,1,2,3,0,0,0,1,"29358.jpg",0.25,0.25,2389,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,40.86849,"1"
"2680","jack-rodwell","Jack Rodwell","Manchester City","England",1991-03-11,188,70,"Middle",8,3,2,3,1,1,0,1,"102168.jpg",0.5,0.5,1942,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.5,21.8274,"1"
"2681","sotirios-kyrgiakos","Sotirios Kyrgiakos","VfL Wolfsburg","Germany",1979-07-23,193,88,"Back",7,1,4,2,3,0,1,1,"8242.jpg",0.25,0.25,2902,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,33.46849,"1"
"2682","sebastian-boenisch","Sebastian Boenisch","Bayer Leverkusen","Germany",1987-02-01,191,85,"Back",3,2,1,0,1,0,0,1,"43164.jpg",0,0,1852,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,25.93425,"1"
"2683","brede-hangeland","Brede Hangeland","Fulham FC","England",1981-06-20,195,85,"Back",15,6,3,6,0,1,0,1,"10696.jpg",0,0.25,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,31.55616,"1"
"2684","josue"," Josué","VfL Wolfsburg","Germany",1979-07-19,170,66,"Middle",3,2,1,0,0,1,0,1,"41937.jpg",0.25,0.25,2622,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,0.25,33.47945,"1"
"2685","jeremy-morel","Jérémy Morel","Olympique Marseille","France",1984-04-02,172,71,"Back",9,1,5,3,0,2,0,1,"52339.jpg",0.25,0.25,1198,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.76986,"1"
"2686","daniel-caligiuri","Daniel Caligiuri","SC Freiburg","Germany",1988-01-15,182,79,"Middle",1,0,0,1,0,0,0,1,"77824.jpg",0.25,0.25,2893,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,24.98082,"1"
"2687","pique"," Piqué","FC Barcelona","Spain",1987-02-02,192,85,"Back",16,9,5,2,1,6,0,1,"27798.jpg",0,0,2073,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,25.93151,"1"
"2688","sebastien-roudet","Sébastien Roudet","FC Sochaux","France",1981-06-16,180,67,"Middle",3,1,0,2,1,0,0,1,"24102.jpg",0,0.25,548,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.125,31.56712,"1"
"2689","marcel-halstenberg","Marcel Halstenberg","Borussia Dortmund","Germany",1991-09-27,186,82,"Back",1,0,0,1,0,0,0,1,"119453.jpg",0,0,762,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,21.27945,"1"
"2690","arthur-boka","Arthur Boka","VfB Stuttgart","Germany",1983-04-02,166,67,"Back",2,0,1,1,0,0,0,1,"22642.jpg",1,1,2316,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,1,29.7726,"1"
"2691","oriol-romeu"," Oriol Romeu","Chelsea FC","England",1991-09-24,182,79,"Middle",1,0,0,1,0,0,0,1,"148654.jpg",0.25,0.25,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,21.28767,"1"
"2692","aduriz"," Aduriz","Athletic Bilbao","Spain",1981-02-11,182,78,"Front",18,7,6,5,9,6,1,1,"12209.jpg",0.25,0.25,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.90959,"1"
"2693","michael-dawson","Michael Dawson","Tottenham Hotspur","England",1983-11-18,188,76,"Back",23,5,13,5,0,5,0,1,"30021.jpg",0,0.25,2080,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,29.14247,"1"
"2694","alou-diarra","Alou Diarra","West Ham United","England",1981-07-15,190,79,"Middle",6,2,2,2,0,3,0,1,"108.jpg",1,1,3077,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,31.48767,"1"
"2695","michel_10"," Míchel","Getafe CF","Spain",1985-11-08,183,72,"Middle",2,0,0,2,0,0,0,1,"77305.jpg",0,0.25,2063,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,27.16712,"1"
"2696","dante"," Dante","Bayern München","Germany",1983-10-18,188,87,"Back",2,1,1,0,0,0,0,1,"19536.jpg",0.5,0.5,534,"58","BEL",0.3627198,3219,0.0001277387,0.5687854,3351,0.0005746416,0.5,29.2274,"1"
"2697","branislav-ivanovic","Branislav Ivanović","Chelsea FC","England",1984-02-22,182,78,"Back",3,1,1,1,1,1,0,1,"21890.jpg",0,0,1766,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,28.87945,"1"
"2698","anthony-le-tallec","Anthony Le Tallec","Valenciennes FC","France",1984-10-03,184,73,"Front",7,2,3,2,1,1,0,1,"11470.jpg",0.25,0.25,2961,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.26575,"1"
"2699","mario-balotelli","Mario Balotelli","Manchester City","England",1990-08-12,189,88,"Front",2,2,0,0,3,1,0,1,"101552.jpg",1,1,2961,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,22.40548,"1"
"2700","rod-fanni","Rod Fanni","Olympique Marseille","France",1981-12-06,186,78,"Back",6,3,2,1,0,1,0,1,"3957.jpg",0.75,0.75,373,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.75,31.09315,"1"
"2701","maurice-edu","Maurice Edu","Stoke City","England",1986-04-18,183,85,"Middle",2,0,2,0,0,0,0,1,"73187.jpg",0.75,1,25,"19","USA",0.3272488,1975803,2.235373e-07,0.4594713,2029548,1.043334e-06,0.875,26.72603,"1"
"2702","samuel_8"," Samuel","Celta Vigo","Spain",1985-04-26,187,83,"Back",6,4,1,1,0,0,0,1,"125168.jpg",0.25,0.25,2356,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,27.70411,"1"
"2703","mitchell-langerak","Mitchell Langerak","Borussia Dortmund","Germany",1988-08-22,192,81,"Goalkeeper",1,0,0,1,0,0,0,1,"78952.jpg",0,0,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,24.37808,"1"
"2704","lukas-podolski","Lukas Podolski","Arsenal FC","England",1985-06-04,180,80,"Front",2,2,0,0,0,0,0,1,"11272.jpg",0,0,1044,"57","AUT",0.3375393,1319,0.000331326,0.3941392,1365,0.001716721,0,27.59726,"1"
"2705","pantxi-sirieix","Pantxi Sirieix","Toulouse FC","France",1980-10-07,180,70,"Middle",14,5,2,7,1,0,0,1,"3486.jpg",0.25,0.25,2414,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,32.25753,"1"
"2706","marvin-compper","Marvin Compper","1899 Hoffenheim","Germany",1985-06-14,185,75,"Back",5,2,2,1,0,0,0,1,"38650.jpg",0.5,0.5,759,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.5,27.56986,"1"
"2707","francis-coquelin","Francis Coquelin","Arsenal FC","England",1991-05-13,178,73,"Middle",1,0,0,1,0,0,0,1,"151536.jpg",0.5,0.5,2814,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.5,21.65479,"1"
"2708","jonathan-zebina","Jonathan Zebina","Toulouse FC","France",1978-07-19,190,84,"Back",1,0,0,1,0,0,0,1,"3521.jpg",0.5,0.5,380,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0.5,34.47945,"1"
"2709","stephane-sessegnon","Stéphane Sessegnon","Sunderland AFC","England",1984-06-01,172,72,"Middle",1,1,0,0,0,0,0,1,"43883.jpg",0.75,0.75,2245,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.75,28.60548,"1"
"2710","leo-franco","Leo Franco","Real Zaragoza","Spain",1977-05-20,188,79,"Goalkeeper",11,3,4,4,0,0,0,1,"12652.jpg",0,0,1572,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,35.64384,"1"
"2711","marko-basa","Marko Baša","Lille OSC","France",1982-12-29,189,75,"Back",3,2,1,0,0,0,0,1,"21451.jpg",0.25,0.25,107,"52","RUS",0.3981737,526,0.0008086626,1.212727,550,0.004520788,0.25,30.03014,"1"
"2712","dudu-aouate","Dudu Aouate","RCD Mallorca","Spain",1977-10-17,188,87,"Goalkeeper",5,1,1,3,0,0,0,1,"3826.jpg",0.25,0.25,1239,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,35.23288,"1"
"2713","joe-cole","Joe Cole","Liverpool FC","England",1981-11-08,173,64,"Front",12,7,3,2,1,0,0,1,"1694.jpg",0,0,1942,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,31.16986,"1"
"2714","jonas"," Jonas","Valencia CF","Spain",1984-04-01,181,73,"Front",5,0,2,3,2,0,0,1,"54471.jpg",0.25,0.25,1840,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,0.25,28.7726,"1"
"2715","claudio-pizarro","Claudio Pizarro","Bayern München","Germany",1978-10-03,184,84,"Front",9,7,0,2,12,0,0,1,"272.jpg",0.25,0.25,1114,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,34.27123,"1"
"2716","diego-godin","Diego Godín","Atlético Madrid","Spain",1986-02-16,185,75,"Back",14,7,4,3,1,2,0,1,"44642.jpg",0.25,0.25,432,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.89315,"1"
"2717","maynor-figueroa","Maynor Figueroa","Wigan Athletic","England",1983-05-02,180,85,"Back",16,4,4,8,0,2,0,1,"35011.jpg",1,0.75,2081,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.875,29.69041,"1"
"2718","benedikt-hoewedes","Benedikt Höwedes","FC Schalke 04","Germany",1988-02-29,187,80,"Back",12,7,1,4,0,0,0,1,"59387.jpg",0,0,756,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.85753,"1"
"2719","emiliano-armenteros","Emiliano Armenteros","CA Osasuna","Spain",1986-01-18,179,78,"Middle",11,3,3,5,1,2,0,1,"68824.jpg",0.5,0.5,449,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.5,26.9726,"1"
"2720","liam-ridgewell","Liam Ridgewell","West Bromwich Albion","England",1984-07-21,177,64,"Back",20,7,4,9,0,2,0,1,"9911.jpg",0,0,487,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,28.46849,"1"
"2721","alexander-madlung","Alexander Madlung","VfL Wolfsburg","Germany",1982-07-11,193,92,"Back",8,3,2,3,0,1,0,1,"4833.jpg",0,0,759,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,30.49863,"1"
"2722","duda_2"," Duda","Málaga CF","Spain",1980-06-27,175,71,"Middle",12,5,1,6,0,5,0,1,"12525.jpg",0.25,0.25,1572,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,32.53699,"1"
"2723","bernard-mendy","Bernard Mendy","Stade Brest","France",1981-08-20,180,77,"Back",1,0,1,0,0,0,0,1,"10037.jpg",0.25,0.25,1903,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,31.38904,"1"
"2724","benoit-pedretti","Benoît Pedretti","Lille OSC","France",1980-11-12,177,69,"Middle",17,7,3,7,1,4,0,1,"9180.jpg",0.25,0.25,985,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,32.1589,"1"
"2725","vedad-ibisevic","Vedad Ibišević","VfB Stuttgart","Germany",1984-08-06,188,80,"Front",2,1,1,0,0,0,0,1,"24151.jpg",0.25,0.25,2939,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,28.42466,"1"
"2726","pallardo"," Pallardó","Levante UD","Spain",1986-06-05,173,73,"Middle",4,2,1,1,0,2,0,1,"33176.jpg",0.25,0.25,225,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.59452,"1"
"2727","raul-rodriguez_2"," Raúl Rodríguez","Espanyol Barcelona","Spain",1987-09-22,183,74,"Back",4,1,1,2,0,1,0,1,"176131.jpg",0.25,0.25,1505,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,25.29589,"1"
"2728","andre-santos"," André Santos","Arsenal FC","England",1983-03-08,180,74,"Back",1,0,1,0,1,0,0,1,"52851.jpg",0.5,0.5,549,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,0.5,29.8411,"1"
"2729","fallou-diagne","Fallou Diagné","SC Freiburg","Germany",1989-08-14,185,75,"Back",1,0,0,1,0,0,0,1,"135112.jpg",1,1,3051,"52","RUS",0.3981737,526,0.0008086626,1.212727,550,0.004520788,1,23.4,"1"
"2730","jose-nunes"," José Nunes","RCD Mallorca","Spain",1977-03-07,185,82,"Back",10,4,1,5,0,0,0,1,"26158.jpg",0,0.25,279,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,35.84658,"1"
"2731","sotirios-kyrgiakos","Sotirios Kyrgiakos","VfL Wolfsburg","Germany",1979-07-23,193,88,"Back",5,1,1,3,0,0,0,1,"8242.jpg",0.25,0.25,1942,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,33.46849,"1"
"2732","fabian-giefer","Fabian Giefer","Fortuna Düsseldorf","Germany",1990-05-17,196,93,"Goalkeeper",2,0,1,1,0,0,0,1,"97358.jpg",0,0,1108,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,22.64384,"1"
"2733","christian-wetklo","Christian Wetklo","1. FSV Mainz 05","Germany",1980-01-11,190,90,"Goalkeeper",2,1,0,1,0,0,0,1,"867.jpg",0,0.25,347,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,32.99726,"1"
"2734","dorado_2"," Dorado","Real Betis","Spain",1982-07-10,180,69,"Back",5,2,1,2,0,0,0,1,"126010.jpg",0.25,0.25,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,30.50137,"1"
"2735","amaya_3"," Amaya","Real Betis","Spain",1983-05-31,192,86,"Back",4,2,0,2,0,0,0,1,"125839.jpg",0.25,0.5,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,29.61096,"1"
"2736","juan-rodriguez"," Juan Rodríguez","Getafe CF","Spain",1982-04-01,185,80,"Middle",5,0,0,5,1,3,0,1,"12526.jpg",0.25,0.25,3012,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,30.77534,"1"
"2737","gary-caldwell","Gary Caldwell","Wigan Athletic","England",1982-04-12,180,74,"Back",6,5,0,1,1,0,0,1,"19497.jpg",0,0,3079,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,30.74521,"1"
"2738","bacary-sagna","Bacary Sagna","Arsenal FC","England",1983-02-14,176,72,"Back",12,9,1,2,0,1,0,1,"23323.jpg",1,1,2081,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,29.90137,"1"
"2739","alou-diarra","Alou Diarra","West Ham United","England",1981-07-15,190,79,"Middle",1,1,0,0,0,0,0,1,"108.jpg",1,1,484,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,31.48767,"1"
"2740","sebastien-roudet","Sébastien Roudet","FC Sochaux","France",1981-06-16,180,67,"Middle",10,4,2,4,2,1,0,1,"24102.jpg",0,0.25,2961,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.125,31.56712,"1"
"2741","thomas-kleine","Thomas Kleine","SpVgg Greuther Fürth","Germany",1977-12-28,191,82,"Back",10,3,1,6,0,2,1,1,"463.jpg",0,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,35.03562,"1"
"2742","diego-colotto","Diego Colotto","Espanyol Barcelona","Spain",1981-03-10,184,83,"Back",2,1,0,1,0,0,0,1,"75852.jpg",0.25,0.25,601,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.83562,"1"
"2743","carlos-tevez","Carlos Tévez","Manchester City","England",1984-02-05,171,75,"Front",1,0,1,0,0,0,0,1,"17450.jpg",0.5,0.5,157,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,0.5,28.92603,"1"
"2744","slobodan-rajkovic","Slobodan Rajković","Hamburger SV","Germany",1989-02-03,191,88,"Back",1,0,1,0,0,0,0,1,"37918.jpg",0,0,1931,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,23.92603,"1"
"2745","leon-balogun","Leon Balogun","Fortuna Düsseldorf","Germany",1988-06-28,190,81,"Back",4,0,2,2,1,3,0,1,"91789.jpg",0.25,0.5,2753,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.375,24.52877,"1"
"2746","marti"," Martí","RCD Mallorca","Spain",1975-04-28,180,76,"Middle",16,6,5,5,0,6,0,1,"11222.jpg",0.25,0.25,916,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,37.70685,"1"
"2747","artur-sobiech","Artur Sobiech","Hannover 96","Germany",1990-06-12,185,81,"Front",3,1,1,1,0,2,0,1,"122684.jpg",0.25,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,22.5726,"1"
"2748","modibo-maiga","Modibo Maïga","West Ham United","England",1987-09-03,185,76,"Front",6,2,1,3,1,1,0,1,"87806.jpg",0.75,1,548,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.875,25.34795,"1"
"2749","apono"," Apoño","Real Zaragoza","Spain",1984-02-13,173,72,"Middle",1,1,0,0,0,1,0,1,"94699.jpg",0,0.25,1473,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,28.90411,"1"
"2750","labaka"," Labaka","Rayo Vallecano","Spain",1980-08-10,185,78,"Back",7,5,0,2,2,1,0,1,"23497.jpg",0,0,916,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,32.41644,"1"
"2751","gary-medel","Gary Medel","Sevilla FC","Spain",1987-08-03,171,76,"Middle",2,1,1,0,0,1,0,1,"82122.jpg",0,0.25,83,"30","COL",0.3774016,601,0.0007029282,0.5880503,636,0.003578974,0.125,25.43288,"1"
"2752","sebastien-puygrenier","Sébastien Puygrenier","AS Nancy","France",1982-01-28,186,64,"Back",6,1,1,4,0,1,0,1,"11317.jpg",0.25,0.25,3077,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,30.94795,"1"
"2753","xherdan-shaqiri","Xherdan Shaqiri","Bayern München","Germany",1991-10-10,169,72,"Middle",2,0,0,2,0,0,0,1,"132744.jpg",0.25,0.25,100,"50","MKD",0.327139,170,0.002362419,0.9595376,173,0.01479439,0.25,21.24384,"1"
"2754","duda_2"," Duda","Málaga CF","Spain",1980-06-27,175,71,"Middle",5,2,2,1,0,3,0,1,"12525.jpg",0.25,0.25,1394,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,32.53699,"1"
"2755","cata-diaz","Cata Díaz","Atlético Madrid","Spain",1979-03-13,183,72,"Back",14,8,4,2,1,2,0,1,"14641.jpg",0.5,0.5,990,"49","ARG",0.3794218,1038,0.000402668,0.6329879,1158,0.002095841,0.5,33.83014,"1"
"2756","tom-huddlestone","Tom Huddlestone","Tottenham Hotspur","England",1986-12-28,188,80,"Middle",10,6,2,2,0,0,0,1,"29395.jpg",0.5,0.5,1909,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.5,26.03014,"1"
"2757","jerome-boateng","Jérôme Boateng","Bayern München","Germany",1988-09-03,192,90,"Back",15,10,3,2,0,2,1,1,"44728.jpg",0.75,0.75,933,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.75,24.34521,"1"
"2758","aleksandar-kolarov","Aleksandar Kolarov","Manchester City","England",1985-11-10,187,80,"Back",1,0,0,1,0,0,0,1,"47704.jpg",0,0.25,2256,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.125,27.16164,"1"
"2759","steven-sidwell","Steven Sidwell","Fulham FC","England",1982-12-14,178,70,"Middle",9,3,1,5,0,3,0,1,"29262.jpg",0.25,0.25,194,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,30.07123,"1"
"2760","ayoze"," Ayoze","Deportivo La Coruña","Spain",1982-05-25,175,75,"Back",2,2,0,0,0,1,0,1,"12142.jpg",0,0,601,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,30.6274,"1"
"2761","diego-godin","Diego Godín","Atlético Madrid","Spain",1986-02-16,185,75,"Back",10,5,4,1,0,3,0,1,"44642.jpg",0.25,0.25,274,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.89315,"1"
"2762","tono"," Toño","Granada CF","Spain",1979-12-17,182,82,"Goalkeeper",17,5,5,7,0,3,0,1,"33514.jpg",0,0,449,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,33.06575,"1"
"2763","carl-medjani","Carl Medjani","AC Ajaccio","France",1985-05-15,184,84,"Back",8,2,2,4,0,0,0,1,"13365.jpg",0.5,0.5,2598,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,27.65205,"1"
